date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA,Prophet
2019-07-18 12:00:00,108333,107379.0,108884.0,110456.11426676298,111391.64289465366,111708.9095348179,112745.0,108636.9025685804
2019-07-18 12:05:00,113363,108333.0,116133.0,109614.5216463682,111010.90539717916,111243.23067475235,112586.5215468742,109253.68765284274
2019-07-18 12:10:00,112015,113363.0,115863.0,111100.4010309648,112761.36038864998,111869.98144843856,112051.98670643504,109877.57867568704
2019-07-18 12:15:00,115277,112015.0,110070.0,111462.94380834166,112806.4788695984,112431.56070477804,112067.0,110502.45314389424
2019-07-18 12:20:00,120035,115277.0,116801.0,112974.81794291874,114881.4635840095,113478.38529371744,112788.6344390884,111143.84697549236
2019-07-18 12:25:00,113224,120035.0,113854.0,115773.44127228973,115896.99639092843,115673.5889814328,114069.37648470631,111814.5645685745
2019-07-18 12:30:00,111502,113224.0,119442.0,114762.85460982044,116453.19644154565,115921.31526717356,115040.75,112430.93130457569
2019-07-18 12:35:00,115101,111502.0,114611.0,113470.26700925324,115048.92599789024,115344.01088082162,115556.10027214851,113052.79518070813
2019-07-18 12:40:00,117975,115101.0,112341.0,114112.56879994649,116151.3562647755,115424.29880489456,115686.0236418821,113658.11219130164
2019-07-18 12:45:00,121059,117975.0,114289.0,115646.10129865832,116204.0469966821,116435.98945535082,115843.5,114256.63204885543
2019-07-18 12:50:00,115615,121059.0,115497.0,117791.74916759713,119469.53667820361,118057.22922359064,116097.42255393745,114861.743353858
2019-07-18 12:55:00,120762,115615.0,118142.0,116928.89592197636,117273.38260384223,118212.8719475942,116513.1677050232,115428.31658542494
2019-07-18 13:00:00,115338,120762.0,111537.0,118448.32055011387,119891.76103360113,119208.99278286067,117482.25,116002.29295691793
2019-07-18 13:05:00,124140,115338.0,117382.0,117215.40395065596,119826.26899290265,118828.48475011552,119071.71235202772,116519.57892162018
2019-07-18 13:10:00,121776,124140.0,121444.0,119960.28161719244,121243.05688293993,120432.16393216136,121109.6625270266,117063.95109683544
2019-07-18 13:15:00,121549,121776.0,119384.0,120680.02393893554,121723.71839120064,121385.52036234972,122576.25,117587.48619944992
2019-07-18 13:20:00,123684,121549.0,118533.0,121024.4820077924,121763.76139819264,122146.54613898532,123298.96920690336,118085.9326109446
